FacultyName,Course,Comments,Target,Class,Teaching Pedagogy_terms,Teaching Pedagogy_polarity,Knowledge_terms,Knowledge_polarity,Fair in Assessment_terms,Fair in Assessment_polarity,Experience_terms,Experience_polarity,Behavior_terms,Behavior_polarity
Faculty_128,Functional English,All things are ok,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Course was good,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Course is easy with good pacing,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,¿ok,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Course is also perfect according to the timing of semester. That was good and creative one.,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Ok,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Department should change book of the course,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Best teacher,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,It is a good course which is understandable and easy for beginners,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,good. course,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Easy to understand,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,The course was good but i think there should be a little more about English speaking too as it is very important but overall the course is good,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,.,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,It is very easy subject related to others,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,.,Course,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Ok,Course,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,RK.PT_AGSTARTPAGE_NUI.GBL?CONTEXTIDPARAMS=TEMPLATE_ID:PTPPNAVCOL&scname=ADMN_ACADEMIC_ADVISEMENT&PanelCollapsible=Y&PTPPB_GROUPLET_ID=ACADEMIC_ADVISEMENT&CRefName=ADMN_NAVCOLL_9,Course,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Well better teaching way.,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,10/10/2025 0:00,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Teacher is very good teacher.,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Ok,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,.,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Excellent,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,sir is coperative with students,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Very good teacher encourage participation and assess students in new ways rather than conventional method,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,polite and humble,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Perfect for the subject,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,BETTER TEACHING WAY.,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Sir is not our teacher but good friend,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,_x0004_really a great teacher with having good teaching method,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Good teacher and teaches in an innovative way.,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Perfect,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Teacher is very cooperative to their students,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Fantastic teacher sir teach us very easy way and give us a lot of tasks which is helpful for students,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,You want you to teach English language in next semester,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,"Such a good teacher, good in every perspective.",Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Such a good teacher I appreciate him and adore him,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,99/100,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Completely satisfied with my course teacher. He was an extra ordinary.,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Ok,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Perfectly great,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Best teacher,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,"Sir explained everything in the class and very cooperative teacher , always encourage students in every activity, way of explaining everything was superb",Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,good teaching method,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,He guides us very well.,Teacher,Class 4,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Teacher sir Bahawal soomro remain great throughout the course and he should continue his way of teaching in future too,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Sir is really a great person and great teacher. he is always good to students and provide many material for preparation. We should get sir bahawal Soomro as our English teacher in second semester,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Well-mannered teacher with great teaching skills.,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,.,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,Ok,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,Functional English,ORK.PT_AGSTARTPAGE_NUI.GBL?CONTEXTIDPARAMS=TEMPLATE_ID:PTPPNAVCOL&scname=ADMN_ACADEMIC_ADVISEMENT&PanelCollapsible=Y&PTPPB_GROUPLET_ID=ACADEMIC_ADVISEMENT&CRefName=ADMN_NAVCOLL_9,Teacher,Class 5,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,Good course,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,Very very very useful,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,"The English course was a comprehensive exploration of literature, language, and writing. It provided a solid foundation in various aspects of the English language.",Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,Emerging is perfect,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,Interesting course,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,Nice subject,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,the most important subject,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,Interesting,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,Good,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,Ok,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,"to create technique and leaning environment to learn with fun and get easily and also use websites, YouTube, and other platform to update the knowledge and skills of stude",Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,good,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,Interesting subject,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,i have learn many things from this course.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,I have always liked english,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,English is the major subject in our life.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,Really amazing course.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,Well explained!,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,Cource is nice,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,basic but important,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,best and very important,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,Good course,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,Very necessary,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,Good course,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,worth to learn,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,I like english as a language but not as a subject so i will have to stay neutral in this regard,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,Easy,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,the course ws okay,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,useful,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,¿course was ok  than other university.,Course,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,sorry but i hate grammer,Course,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,course is very useful in every department we are okay with this course.,Course,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,It is quite good..,Course,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,English is an amazing and enjoyable course to learn,Course,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_128,English Composition and Compre,it is really based on just grammar nothing else,Course,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
